pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag
K2-45 b,1.72926840,,,,6.710,0.000,0.000,0.50,0.45,4103.00,0
K2-46 b,19.15410000,,,,2.050,0.240,-0.240,0.96,1.29,6256.00,0
K2-47 b,31.63720000,,,,1.890,0.260,-0.260,0.75,0.76,5054.00,0
K2-48 b,20.50650000,,,,2.240,0.240,-0.240,0.77,0.73,4899.00,0
K2-49 b,2.77065000,,,,1.930,0.530,-0.530,0.51,0.45,4175.00,0
K2-50 b,8.75290000,,,,1.590,0.240,-0.240,0.61,0.55,4326.00,0
K2-51 b,13.01060000,,,,12.900,1.700,-1.700,1.01,1.37,5452.00,0
K2-52 b,3.53482000,,,,11.100,3.900,-3.900,1.21,1.49,6113.00,0
K2-53 b,12.20540000,,,,2.500,0.260,-0.260,0.83,0.85,5269.00,0
K2-54 b,9.78430000,,,,1.150,0.190,-0.190,0.42,0.38,3798.00,0
K2-55 b,2.84925800,,,,3.820,0.320,-0.320,0.70,0.63,4456.00,0
K2-57 b,9.00630000,,,,2.100,0.250,-0.250,0.68,0.62,4434.00,0
K2-58 b,7.05254000,,,,2.680,0.370,-0.370,0.89,0.86,5413.00,0
K2-58 c,2.53726000,,,,1.620,0.230,-0.230,0.89,0.86,5413.00,0
K2-58 d,22.88270000,,,,1.710,0.250,-0.250,0.89,0.86,5413.00,0
K2-59 b,20.69210000,,,,2.410,0.310,-0.310,0.77,0.73,5055.00,0
Kepler-804 b,14.37457351,,,,1.940,0.240,-0.160,1.01,1.05,5817.00,0
Kepler-805 b,30.86389310,,,,2.890,0.130,-0.250,1.19,1.65,6112.00,0
Kepler-806 b,8.09219642,,,,1.140,0.330,-0.240,0.99,1.16,5770.00,0
Kepler-807 b,117.93108781,,,,10.420,2.000,-1.070,1.04,1.06,5965.00,0
Kepler-808 b,0.63133235,,,,1.460,0.060,-0.080,0.76,0.71,4653.00,0
Kepler-810 b,4.59725385,,,,1.930,0.410,-0.190,1.03,1.04,5803.00,0
Kepler-811 b,23.58447697,,,,2.700,0.680,-0.480,1.01,1.24,5747.00,0
Kepler-812 b,10.11716531,,,,3.550,1.350,-0.680,1.45,1.71,6761.00,0
Kepler-813 b,19.12947337,,,,2.140,0.420,-0.190,0.95,0.93,5743.00,0
Kepler-815 b,8.57503552,,,,4.110,0.190,-0.330,1.25,3.42,5028.00,0
Kepler-816 b,10.50682565,,,,10.240,0.680,-0.540,0.90,0.85,5286.00,0
Kepler-817 b,3.99010623,,,,9.030,2.060,-1.130,1.03,1.03,5861.00,0
Kepler-268 c,83.44639300,,,,3.380,0.690,-0.690,,1.27,6081.00,0
Kepler-269 b,5.32671800,,,,2.470,1.150,-1.150,0.98,0.96,5847.00,0
Kepler-270 b,11.47609400,,,,2.010,0.400,-0.400,,1.46,6067.00,0
Kepler-270 c,25.26288700,,,,1.770,0.370,-0.370,,1.46,6067.00,0
Kepler-271 b,5.21773800,,,,0.890,0.160,-0.160,,0.88,5524.00,0
Kepler-271 c,7.41093500,,,,1.000,0.180,-0.180,,0.88,5524.00,0
Kepler-272 b,2.97135300,,,,1.430,0.770,-0.770,0.79,0.93,5297.00,0
Kepler-272 c,6.05734200,,,,1.790,0.960,-0.960,0.79,0.93,5297.00,0
Kepler-272 d,10.93730400,,,,2.250,1.220,-1.220,0.79,0.93,5297.00,0
Kepler-273 b,2.93653200,,,,1.500,0.860,-0.860,,0.81,5626.00,0
Kepler-273 c,8.01492700,,,,1.980,1.150,-1.150,,0.81,5626.00,0
Kepler-274 b,11.63478800,,,,1.540,0.840,-0.840,,1.01,6023.00,0
Kepler-274 c,33.19786100,,,,1.840,1.000,-1.000,,1.01,6023.00,0
Kepler-275 b,10.30068200,,,,2.340,0.450,-0.450,1.24,1.38,6165.00,0
Kepler-275 c,16.08813400,,,,3.380,0.640,-0.640,1.24,1.38,6165.00,0
Kepler-275 d,35.67606200,,,,3.330,0.740,-0.740,1.24,1.38,6165.00,0
Kepler-276 b,14.12841000,,,,2.870,1.350,-1.350,1.10,1.05,6105.00,0
Kepler-278 c,51.07877500,,,,3.590,0.430,-0.430,,2.94,4991.00,1
Kepler-279 b,12.30968100,,,,3.620,0.710,-0.710,1.10,1.75,6363.00,1
Kepler-280 b,2.13954200,,,,1.450,0.700,-0.700,0.91,0.89,5744.00,0
Kepler-280 c,4.80709100,,,,2.010,0.970,-0.970,0.91,0.89,5744.00,0
Kepler-449 b,12.58242000,,,,2.056,0.069,-0.069,0.97,1.47,,0
Kepler-449 c,33.67270000,,,,2.764,0.086,-0.086,0.97,1.47,,0
Kepler-450 b,28.45485100,,,,6.140,0.330,-0.330,1.35,1.57,,0
Kepler-450 c,15.41313500,,,,2.620,0.140,-0.140,1.35,1.57,,0
Kepler-450 d,7.51464000,,,,0.837,0.068,-0.068,1.35,1.57,,0
Kepler-92 d,49.35680000,,,,2.067,0.056,-0.056,1.21,1.70,5883.00,0
Kepler-1467 b,47.05690430,,,,3.300,0.310,-0.250,0.86,0.82,5332.00,0
Kepler-1471 b,3.63899398,,,,1.410,0.200,-0.140,0.95,0.93,5660.00,0
Kepler-1475 b,82.17737400,,,,2.920,0.990,-0.460,1.18,1.28,6214.00,0
Kepler-1480 b,22.12679948,,,,1.670,0.110,-0.080,0.85,0.81,5156.00,0
Kepler-1485 b,19.91577250,,,,1.470,0.240,-0.140,1.11,1.12,6087.00,0
Kepler-1392 b,15.14103970,,,,1.960,0.220,-0.160,0.88,0.85,5479.00,0
Kepler-1396 b,18.22064210,,,,2.070,0.790,-0.370,1.18,1.27,6195.00,0
Kepler-1400 b,9.06689421,,,,1.620,0.110,-0.110,0.83,0.78,5044.00,0
Kepler-1405 b,28.22741840,,,,3.960,0.880,-0.450,1.05,1.07,5925.00,0
Kepler-1409 b,0.76486493,,,,1.040,0.080,-0.070,0.83,0.79,5160.00,0
Kepler-1414 b,3.51576315,,,,1.230,0.090,-0.080,0.80,0.75,4951.00,0
Kepler-1418 b,22.47644250,,,,1.660,0.080,-0.140,0.77,0.72,4770.00,0
Kepler-1423 b,23.95537800,,,,1.060,0.090,-0.070,0.79,0.75,4939.00,0
Kepler-1463 b,25.15864000,,,,1.860,0.330,-0.190,0.96,0.95,5679.00,0
Kepler-281 b,14.64600800,,,,2.820,1.120,-1.120,0.98,0.90,5723.00,0
Kepler-282 b,9.22052400,,,,1.010,0.250,-0.250,0.97,0.90,5602.00,0
Kepler-282 c,13.63872300,,,,1.200,0.290,-0.290,0.97,0.90,5602.00,0
Kepler-283 b,11.00815100,,,,2.130,0.260,-0.260,,0.57,4351.00,0
Kepler-283 c,92.74371100,,,,1.820,0.120,-0.120,,0.57,4351.00,0
Kepler-284 b,12.69914900,,,,2.240,0.980,-0.980,,0.81,5615.00,0
Kepler-285 b,2.63386700,,,,1.340,0.580,-0.580,0.85,0.81,5411.00,0
Kepler-285 c,6.18667600,,,,1.120,0.490,-0.490,0.85,0.81,5411.00,0
Kepler-286 b,1.79630200,,,,1.240,0.250,-0.250,,0.86,5580.00,0
Kepler-286 d,5.91432300,,,,1.330,0.270,-0.270,,0.86,5580.00,0
Kepler-286 e,29.22128900,,,,1.770,0.430,-0.430,,0.86,5580.00,0
Kepler-287 b,20.34219900,,,,2.330,1.060,-1.060,,1.03,5806.00,0
Kepler-288 b,6.09732600,,,,1.670,0.800,-0.800,0.89,1.09,5918.00,0
Kepler-288 c,19.30577200,,,,2.850,1.360,-1.360,0.89,1.09,5918.00,0
Kepler-288 d,56.63374200,,,,2.670,1.270,-1.270,0.89,1.09,5918.00,0
Kepler-290 b,14.58934700,,,,2.250,1.220,-1.220,,0.74,5147.00,0
Kepler-290 c,36.77031000,,,,2.700,1.390,-1.390,,0.74,5147.00,0
Kepler-291 c,5.70078600,,,,1.880,0.820,-0.820,1.03,1.02,6002.00,0
Kepler-292 b,2.58082700,,,,1.320,0.140,-0.140,0.88,0.83,5299.00,0
Kepler-292 c,3.71533500,,,,1.470,0.150,-0.150,0.88,0.83,5299.00,0
Kepler-292 e,11.97901000,,,,2.670,0.350,-0.350,0.88,0.83,5299.00,0
Kepler-292 f,20.83423700,,,,2.350,0.220,-0.220,0.88,0.83,5299.00,0
Kepler-452 b,384.84300000,,,,1.630,0.230,-0.200,1.04,1.11,5757.00,0
Kepler-444 e,7.74349300,,,,0.546,0.017,-0.015,0.76,0.75,5046.00,0
Kepler-445 c,4.87122900,,,,2.510,0.360,-0.360,0.18,0.21,3157.00,0
Kepler-446 c,3.03617900,,,,1.110,0.180,-0.180,0.22,0.24,3359.00,0
Kepler-1149 b,3.73089898,,,,1.440,0.260,-0.170,1.02,1.01,5833.00,0
Kepler-1153 b,1.75583533,,,,1.730,0.210,-0.110,0.91,0.88,5470.00,0
Kepler-1157 b,4.45743164,,,,1.090,0.040,-0.200,0.76,0.71,4679.00,0
Kepler-1162 b,32.56370690,,,,2.210,0.500,-0.210,0.89,0.84,5390.00,0
Kepler-1166 b,33.24068820,,,,1.690,0.620,-0.140,0.90,0.86,5446.00,0
Kepler-1171 b,1.44259224,,,,2.560,0.680,-0.500,1.58,1.95,7044.00,0
Kepler-1176 b,24.17385790,,,,2.450,0.630,-0.320,1.01,1.02,5844.00,0
Kepler-1180 b,16.86012860,,,,1.990,0.550,-0.270,1.09,1.14,6077.00,0
Kepler-1185 b,104.35189760,,,,1.330,0.080,-0.050,0.96,0.87,5622.00,0
Kepler-1224 b,13.32351601,,,,1.330,0.120,-0.080,1.18,1.22,6155.00,0
Kepler-1229 b,86.82898900,,,,1.400,0.110,-0.130,0.54,0.51,3784.00,0
Kepler-1234 b,11.94014029,,,,2.810,0.160,-0.810,0.80,0.76,4967.00,0
Kepler-1238 b,4.14787559,,,,1.930,0.850,-0.420,1.30,1.48,6386.00,0
Kepler-1243 b,16.83207290,,,,1.750,0.280,-0.170,0.96,0.94,5667.00,0
Kepler-1247 b,13.71220213,,,,2.330,0.210,-0.160,0.86,0.82,5303.00,0
Kepler-1251 b,45.09046430,,,,1.840,0.260,-0.140,0.92,0.89,5545.00,0
Kepler-1254 d,5.72717226,,,,1.310,0.090,-0.110,0.78,0.75,4985.00,0
Kepler-1258 b,0.98494017,,,,0.860,0.130,-0.080,0.99,0.99,5839.00,0
Kepler-1263 b,4.55139967,,,,1.140,0.280,-0.120,0.84,0.80,5213.00,0
Kepler-1268 b,40.99039860,,,,2.030,0.670,-0.230,1.06,1.09,5904.00,0
Kepler-1272 b,51.13097040,,,,2.370,0.700,-0.320,1.06,1.09,5926.00,0
Kepler-1309 b,28.84326470,,,,2.370,0.200,-0.200,0.85,0.80,5235.00,0
Kepler-1312 b,5.44832529,,,,2.100,0.080,-0.070,0.99,0.92,5719.00,0
Kepler-1317 b,0.56887443,,,,1.560,0.090,-0.080,0.83,0.79,5144.00,0
Kepler-1321 c,2.22649109,,,,2.400,0.300,-0.180,0.54,0.53,4094.00,0
Kepler-1325 b,33.87868380,,,,2.860,0.400,-0.470,0.93,0.91,5550.00,0
Kepler-1330 b,10.10769068,,,,1.650,0.400,-0.130,0.97,0.94,5608.00,0
Kepler-293 b,19.25419600,,,,3.070,1.300,-1.300,1.01,0.96,5804.00,0
Kepler-294 b,3.70121200,,,,1.770,0.830,-0.830,,0.98,5913.00,0
Kepler-294 c,6.62640000,,,,2.710,1.270,-1.270,,0.98,5913.00,0
Kepler-295 c,21.52625800,,,,1.170,0.620,-0.620,,0.90,5603.00,0
Kepler-296 b,10.86438400,,,,1.610,0.290,-0.270,0.50,0.48,3740.00,0
Kepler-296 c,5.84163660,,,,2.000,0.330,-0.320,0.50,0.48,3740.00,0
Kepler-296 d,19.85029100,,,,2.090,0.330,-0.320,0.50,0.48,3740.00,0
Kepler-296 f,63.33627000,,,,1.800,0.310,-0.300,0.50,0.48,3740.00,0
Kepler-297 b,38.87182600,,,,2.870,0.520,-0.520,,0.92,5619.00,1
Kepler-297 c,74.92013700,,,,6.540,1.180,-1.180,,0.92,5619.00,1
Kepler-298 c,22.92881000,,,,1.930,0.220,-0.220,0.65,0.58,4465.00,0
Kepler-298 d,77.47363300,,,,2.500,0.200,-0.200,0.65,0.58,4465.00,0
Kepler-299 b,2.92712800,,,,1.320,0.270,-0.270,0.97,1.03,5617.00,0
Kepler-299 c,6.88587500,,,,2.650,0.630,-0.630,0.97,1.03,5617.00,0
Kepler-299 e,38.28548900,,,,1.870,0.390,-0.390,0.97,1.03,5617.00,0
Kepler-300 b,10.44634700,,,,1.670,0.760,-0.760,0.94,0.90,5986.00,0
Kepler-300 c,40.71495500,,,,2.250,1.040,-1.040,0.94,0.90,5986.00,0
Kepler-301 c,5.41902600,,,,1.350,0.720,-0.720,0.91,0.90,5815.00,0
Kepler-301 d,13.75124300,,,,1.750,0.940,-0.940,0.91,0.90,5815.00,0
Kepler-302 b,30.18410400,,,,4.060,0.850,-0.850,,1.22,5740.00,0
Kepler-302 c,127.28218400,,,,12.450,2.540,-2.540,,1.22,5740.00,0
Kepler-303 b,1.93705500,,,,0.890,0.050,-0.050,0.59,0.48,3944.00,0
Kepler-303 c,7.06114900,,,,1.140,0.090,-0.090,0.59,0.48,3944.00,0
Kepler-304 b,3.29570900,,,,2.860,0.210,-0.210,0.80,0.69,4731.00,0
Kepler-304 c,5.31594600,,,,2.170,0.150,-0.150,0.80,0.69,4731.00,0
K2-59 c,11.29540000,,,,2.300,0.290,-0.290,0.77,0.73,5055.00,0
K2-61 b,2.57302000,,,,2.480,0.790,-0.790,1.21,1.36,6293.00,0
K2-62 b,6.67202000,,,,2.140,0.210,-0.210,0.77,0.73,4880.00,0
K2-62 c,16.19660000,,,,2.140,0.220,-0.220,0.77,0.73,4880.00,0
K2-63 b,20.25700000,,,,3.220,0.990,-0.990,1.40,1.63,6771.00,0
K2-64 b,6.53044000,,,,2.070,0.260,-0.260,0.74,0.73,5312.00,0
K2-65 b,12.64750000,,,,1.580,0.380,-0.380,0.87,0.84,5213.00,0
K2-66 b,5.06965000,,,,2.490,0.270,-0.270,1.16,1.71,5958.00,0
K2-67 b,24.38724000,,,,17.400,3.400,-3.400,0.94,1.12,5984.00,0
K2-68 b,8.05428000,,,,1.580,0.230,-0.230,0.73,0.68,4746.00,0
K2-69 b,7.06599000,,,,2.320,0.360,-0.360,0.55,0.49,4127.00,0
K2-70 b,13.97896000,,,,2.890,0.470,-0.470,0.94,0.93,5622.00,0
K2-71 b,6.98541000,,,,2.150,0.330,-0.330,0.48,0.43,4006.00,0
K2-72 b,5.57739000,,,,0.750,0.200,-0.200,0.22,0.23,3497.00,0
K2-72 c,15.18710000,,,,0.860,0.220,-0.220,0.22,0.23,3497.00,0
K2-72 d,7.75990000,,,,0.730,0.200,-0.200,0.22,0.23,3497.00,0
K2-72 e,24.16690000,,,,0.820,0.220,-0.220,0.22,0.23,3497.00,0
K2-73 b,7.49543000,,,,2.450,0.210,-0.210,1.05,1.06,5922.00,0
K2-74 b,19.56660000,,,,2.310,0.190,-0.190,0.96,0.98,6060.00,0
K2-75 b,7.81420000,,,,2.670,0.320,-0.320,1.16,1.56,5995.00,0
K2-75 c,18.31100000,,,,2.770,0.380,-0.380,1.16,1.56,5995.00,0
K2-76 b,23.97260000,,,,11.100,1.100,-1.100,1.02,1.28,5806.00,0
K2-78 b,2.29016000,,,,1.420,0.220,-0.220,0.90,0.88,5729.00,0
K2-79 b,10.99573000,,,,3.690,0.390,-0.390,1.06,1.28,5926.00,0
K2-80 b,19.09180000,,,,2.010,0.300,-0.300,0.90,0.87,5441.00,0
K2-80 c,5.60500000,,,,1.470,0.230,-0.230,0.90,0.87,5441.00,0
K2-81 b,6.10224000,,,,1.820,0.250,-0.250,0.70,0.63,4530.00,0
K2-82 b,7.19583400,,,,2.600,1.200,-1.200,0.15,0.17,3415.00,0
K2-3 d,44.55983000,,,,1.510,0.230,-0.230,0.60,0.56,3896.00,0
KIC 10001893 c,0.32528000,,,,,,,,,27500.00,0
Kepler-104 c,23.66820500,,,,3.130,0.550,-0.550,0.81,1.35,5711.00,0
Kepler-106 b,6.16486000,,,,0.820,0.110,-0.110,1.00,1.04,5858.00,0
Kepler-309 b,5.92365300,,,,1.560,0.140,-0.140,,0.72,4713.00,0
Kepler-309 c,105.35638300,,,,2.510,0.180,-0.180,,0.72,4713.00,1
Kepler-310 c,56.47542000,,,,3.380,1.580,-1.580,0.85,0.88,5797.00,0
Kepler-310 d,92.87612500,,,,2.470,1.150,-1.150,0.85,0.88,5797.00,0
Kepler-311 b,9.17609200,,,,1.700,0.330,-0.330,1.06,1.19,5905.00,0
Kepler-311 c,19.73828600,,,,1.430,0.280,-0.280,1.06,1.19,5905.00,0
Kepler-312 c,19.74741200,,,,3.150,0.610,-0.610,1.23,1.47,6115.00,1
Kepler-313 b,14.97041800,,,,2.530,0.310,-0.310,0.90,1.54,5727.00,0
Kepler-313 c,32.27327300,,,,2.570,0.420,-0.420,0.90,1.54,5727.00,0
Kepler-304 d,9.65347100,,,,2.750,0.210,-0.210,0.80,0.69,4731.00,0
Kepler-314 c,5.96039200,,,,2.900,0.430,-0.430,1.02,0.95,5378.00,0
Kepler-305 d,16.73866100,,,,2.710,0.410,-0.410,0.76,0.79,5100.00,0
Kepler-306 b,4.64618600,,,,1.520,0.100,-0.100,0.82,0.72,4954.00,0
Kepler-306 c,7.24019300,,,,2.350,0.190,-0.190,0.82,0.72,4954.00,0
Kepler-306 e,44.84097500,,,,2.270,0.150,-0.150,0.82,0.72,4954.00,0
Kepler-308 c,15.38231000,,,,2.160,1.040,-1.040,,0.94,5895.00,0
Kepler-315 b,96.10114100,,,,3.770,0.780,-0.780,0.78,1.04,5796.00,1
Kepler-315 c,265.46933500,,,,4.150,0.960,-0.960,0.78,1.04,5796.00,0
Kepler-316 c,6.82776600,,,,1.160,0.120,-0.120,0.53,0.52,4204.00,0
Kepler-317 b,5.52424200,,,,2.090,0.960,-0.960,0.95,0.94,5497.00,0
Kepler-317 c,8.77501000,,,,1.720,0.790,-0.790,0.95,0.94,5497.00,0
Kepler-522 b,38.58422849,,,,6.910,1.500,-1.210,1.54,1.98,6392.00,0
Kepler-523 b,5.83598311,,,,1.960,0.080,-0.060,0.93,0.86,5515.00,0
Kepler-524 b,7.97419807,,,,1.910,0.140,-0.120,1.09,1.10,6014.00,0
Kepler-524 c,1.88897906,,,,0.960,0.080,-0.070,1.09,1.10,6014.00,0
Kepler-525 b,18.68404933,,,,2.630,0.380,-0.520,0.95,1.15,5573.00,0
Kepler-526 b,5.45849832,,,,1.990,0.160,-0.170,1.15,1.14,5894.00,0
Kepler-527 b,13.28535633,,,,2.840,1.350,-0.460,1.28,1.45,6388.00,0
Kepler-528 b,19.78297415,,,,2.080,0.290,-0.190,1.01,1.06,5807.00,0
Kepler-529 b,1.98035766,,,,1.860,0.250,-0.170,1.07,1.14,6087.00,0
Kepler-529 c,12.83450220,,,,2.000,0.410,-0.210,1.07,1.14,6087.00,0
Kepler-530 b,39.30941904,,,,3.010,0.170,-0.100,0.97,0.89,5697.00,0
Kepler-531 b,29.88485741,,,,2.780,0.080,-0.190,0.78,0.75,4893.00,0
Kepler-532 b,12.92491623,,,,2.570,0.210,-0.140,0.87,0.79,5192.00,0
Kepler-534 b,15.95994513,,,,2.240,0.080,-0.070,1.05,0.98,5884.00,0
Kepler-535 b,4.90332155,,,,2.360,0.330,-0.210,1.18,1.27,6123.00,0
Kepler-536 b,1.82708230,,,,3.100,0.380,-0.220,0.92,0.89,5524.00,0
Kepler-537 b,3.24755522,,,,1.410,0.060,-0.040,1.07,0.99,5763.00,0
Kepler-540 b,172.70497840,,,,2.710,0.380,-0.260,1.02,1.08,5946.00,0
Kepler-541 b,5.08005848,,,,3.360,0.580,-0.560,1.41,2.06,6166.00,0
Kepler-543 b,13.89961966,,,,2.500,0.120,-0.260,0.70,0.67,4671.00,0
Kepler-544 b,21.41616926,,,,2.120,0.190,-0.140,1.16,1.22,6206.00,0
Kepler-148 d,51.84688575,,,,8.680,0.520,-0.420,,0.85,5272.00,0
Kepler-545 b,13.24934059,,,,2.690,0.300,-0.210,1.04,1.07,5882.00,0
Kepler-546 b,4.14702026,,,,7.000,1.930,-0.770,1.11,1.15,5967.00,0
Kepler-548 b,4.45419434,,,,11.990,2.190,-1.100,0.93,0.90,5535.00,0
Kepler-549 b,42.94956490,,,,2.570,0.230,-0.170,0.88,0.84,5360.00,0
Kepler-107 d,7.95820300,,,,1.070,0.060,-0.060,,1.41,5851.00,0
Kepler-109 b,6.48163000,,,,2.370,0.070,-0.070,1.04,1.32,5952.00,0
Kepler-110 c,31.71977500,,,,2.210,0.440,-0.440,,1.15,5960.00,0
Kepler-112 c,28.57426300,,,,2.400,0.580,-0.580,,0.84,5544.00,0
Kepler-116 c,13.07163000,,,,2.300,0.440,-0.440,1.16,1.45,6142.00,0
Kepler-119 b,2.42208200,,,,3.600,1.370,-1.370,,0.84,5595.00,0
Kepler-121 b,3.17742200,,,,2.340,1.270,-1.270,,0.70,5311.00,0
Kepler-122 d,21.58747500,,,,2.200,0.440,-0.440,0.99,1.22,6050.00,0
Kepler-124 b,3.41049300,,,,0.730,0.050,-0.050,,0.64,4984.00,0
Kepler-125 c,5.77446400,,,,0.740,0.050,-0.050,0.55,0.51,3810.00,0
Kepler-127 b,14.43588900,,,,1.400,0.050,-0.050,,1.36,6106.00,0
Kepler-130 c,27.50868000,,,,2.900,0.250,-0.250,1.00,1.13,5884.00,1
Kepler-132 c,6.41491400,,,,1.280,0.250,-0.250,,1.18,6003.00,0
Kepler-134 c,10.10578500,,,,1.260,0.250,-0.250,,1.18,5983.00,0
Kepler-136 c,16.39923500,,,,1.990,0.370,-0.370,1.20,1.35,6165.00,0
Kepler-140 b,3.25427000,,,,1.610,0.310,-0.310,,1.29,6077.00,0
Kepler-142 b,2.02415200,,,,1.990,0.390,-0.390,0.99,1.27,5790.00,0
Kepler-150 c,7.38199800,,,,3.690,0.590,-0.590,,0.94,5560.00,0
Kepler-151 c,24.67461200,,,,2.090,1.040,-1.040,0.83,0.83,5460.00,0
Kepler-322 c,4.33723400,,,,1.670,0.180,-0.180,0.91,0.89,5388.00,0
Kepler-323 b,1.67832700,,,,1.430,0.280,-0.280,1.09,1.18,5987.00,0
Kepler-323 c,3.55382200,,,,1.630,0.320,-0.320,1.09,1.18,5987.00,0
Kepler-324 c,51.80561200,,,,3.150,0.330,-0.330,0.86,0.84,5194.00,1
Kepler-325 b,4.54443900,,,,2.910,1.440,-1.440,0.87,1.00,5752.00,0
Kepler-325 c,12.76217200,,,,2.540,1.260,-1.260,0.87,1.00,5752.00,0
Kepler-326 b,2.24832900,,,,1.520,0.160,-0.160,0.98,0.80,5105.00,0
Kepler-326 c,4.58035800,,,,1.400,0.100,-0.100,0.98,0.80,5105.00,0
Kepler-326 d,6.76688800,,,,1.210,0.090,-0.090,0.98,0.80,5105.00,0
Kepler-318 c,11.81500700,,,,3.680,0.650,-0.650,1.05,1.19,5746.00,0
Kepler-319 b,4.36270500,,,,1.630,0.230,-0.230,1.29,0.90,5526.00,0
Kepler-319 c,6.94135700,,,,2.630,0.370,-0.370,1.29,0.90,5526.00,0
Kepler-327 b,2.54957500,,,,1.110,0.050,-0.050,0.55,0.49,3799.00,0
Kepler-319 d,31.78192500,,,,2.290,0.350,-0.350,1.29,0.90,5526.00,0
Kepler-320 c,17.93493700,,,,1.370,0.640,-0.640,,1.11,6435.00,0
Kepler-321 b,4.91537900,,,,1.770,0.340,-0.340,1.01,1.19,5740.00,0
Kepler-321 c,13.09392100,,,,2.320,0.450,-0.450,1.01,1.19,5740.00,0
Kepler-327 d,13.96945700,,,,1.730,0.100,-0.100,0.55,0.49,3799.00,0
Kepler-329 c,18.68473700,,,,1.930,0.290,-0.290,0.53,0.52,4257.00,0
Kepler-330 b,8.25978000,,,,1.350,0.530,-0.530,0.78,0.72,5117.00,0
Kepler-330 c,15.95538700,,,,1.950,0.720,-0.720,0.78,0.72,5117.00,0
Kepler-331 c,17.28111000,,,,1.840,0.190,-0.190,0.51,0.49,4347.00,0
Kepler-331 d,32.13432800,,,,1.640,0.170,-0.170,0.51,0.49,4347.00,0
Kepler-332 b,7.62632400,,,,1.170,0.080,-0.080,0.80,0.72,4955.00,0
Kepler-1428 b,10.67607169,,,,1.640,0.140,-0.100,1.28,1.36,6184.00,0
Kepler-1429 b,4.48487493,,,,1.290,0.350,-0.140,1.05,1.07,5902.00,0
Kepler-1430 b,2.46050993,,,,1.180,0.090,-0.080,0.77,0.72,4796.00,0
Kepler-1431 b,5.86601526,,,,1.470,0.420,-0.160,1.03,1.03,5806.00,0
Kepler-1432 b,23.91090110,,,,2.220,0.690,-0.300,1.09,1.13,6031.00,0
Kepler-1433 b,4.13592271,,,,1.560,0.450,-0.180,1.14,1.19,6097.00,0
Kepler-1434 b,8.05333618,,,,1.110,0.210,-0.200,1.47,2.04,6291.00,0
Kepler-1435 b,4.45343281,,,,0.860,0.120,-0.090,1.21,1.32,6356.00,0
Kepler-1436 b,9.70571600,,,,1.310,0.350,-0.180,1.06,1.09,5972.00,0
Kepler-1437 b,10.92954610,,,,1.370,0.170,-0.130,0.93,0.90,5557.00,0
Kepler-1438 b,2.31942009,,,,0.940,0.190,-0.100,0.97,0.96,5530.00,0
Kepler-1439 b,8.07392849,,,,1.460,0.140,-0.210,0.46,0.43,3578.00,0
Kepler-1440 b,39.85948400,,,,1.260,0.230,-0.140,0.98,0.96,5698.00,0
Kepler-1441 b,39.44198390,,,,1.310,0.220,-0.130,1.00,1.00,5802.00,0
Kepler-1442 b,81.41629410,,,,3.930,0.410,-0.290,1.34,1.44,6394.00,0
Kepler-550 b,8.60010411,,,,4.420,0.340,-0.270,0.87,0.83,5322.00,0
Kepler-552 b,5.26341577,,,,3.950,0.820,-0.570,1.03,1.04,5863.00,0
Kepler-553 b,4.03046804,,,,4.630,0.130,-0.180,0.92,0.85,5266.00,0
Kepler-553 c,328.23995460,,,,11.200,0.320,-0.310,0.92,0.85,5266.00,0
Kepler-154 d,20.54981883,,,,3.840,0.320,-0.240,0.89,1.00,5690.00,0
Kepler-154 e,3.93276465,,,,1.500,0.140,-0.120,0.89,1.00,5690.00,0
Kepler-154 f,9.91935684,,,,1.500,0.340,-0.210,0.89,1.00,5690.00,0
Kepler-554 b,1.90220856,,,,4.290,0.270,-0.210,0.93,0.92,5447.00,0
Kepler-549 c,117.04049800,,,,2.930,0.250,-0.590,0.88,0.84,5360.00,0
K2-3 b,10.05449000,,,,2.180,0.300,-0.300,0.60,0.56,3896.00,0
Kepler-623 b,9.07097734,,,,3.010,0.340,-0.210,0.90,0.86,5443.00,0
Kepler-202 c,16.28249300,,,,1.850,0.100,-0.100,,0.67,4668.00,0
Kepler-154 b,33.04053200,,,,2.260,0.440,-0.440,0.89,1.00,5690.00,0
Kepler-156 b,4.97345600,,,,2.300,0.170,-0.170,,0.81,5094.00,0
Kepler-158 b,16.70918400,,,,2.120,0.360,-0.360,,0.62,4623.00,0
Kepler-160 c,13.69908700,,,,3.610,1.770,-1.770,,0.88,5857.00,1
Kepler-162 c,19.44635500,,,,3.030,1.630,-1.630,,0.96,5816.00,0
Kepler-164 c,10.94572300,,,,2.730,0.520,-0.520,1.11,1.15,5888.00,0
Kepler-166 b,7.65025400,,,,2.270,1.170,-1.170,,0.74,5413.00,0
Kepler-168 c,13.19324200,,,,2.690,1.210,-1.210,,1.11,6282.00,0
Kepler-169 e,13.76710200,,,,2.200,0.290,-0.290,0.86,0.76,4997.00,0
Kepler-171 b,4.16697200,,,,2.340,1.050,-1.050,,0.84,5642.00,0
Kepler-172 d,14.62711900,,,,2.250,0.400,-0.400,0.86,1.08,5526.00,0
